artist,Biography,Listeners,Playcount,Similar Artists
Jetson El Super," <a href=""https://www.last.fm/music/Jetson+El+Super"">Read more on Last.fm</a>",2651,21522,"['Zyron', 'Gotay ""El Autentiko""', 'EL DIOS DEL TRAP', 'Sammy & Falsetto', 'Opi The Hit Machine']"
OG Black y Master Joe," <a href=""https://www.last.fm/music/Og+Black+y+Master+Joe"">Read more on Last.fm</a>",1517,6487,"['Master Joe', 'Maicol y Manuel', 'Lito y Polaco', 'O.G. Black', 'Rey Pirin']"
Jaycob Duque,"Jacob Duque, better known in urban music as Jaycob Duque, was born on September 8, 1997 in Pereira, Colombia, he is a young reggaeton singer. In 2013 he began his artistic career with his manager Kike Montoya, who has worked with great artists of the urban genre such as Farruko, Arcangel, Ñengo Flow, Kelmmit, Edup, Dj Luian, Sinfónico & Onix, Lil Genius and Super Yei. In 2014 he would come with a new musical conquest by Arcangel and the song titled ""A Fuego Lento"", which reached more than 500,000 views on the YouTube digital platform. <a href=""https://www.last.fm/music/Jaycob+Duque"">Read more on Last.fm</a>",6018,23762,"['RONALD EL KILLA', 'Chris Jeday', 'Jeloz', 'Ken-Y', 'El Nene La amenaza']"
Chris Wandell," <a href=""https://www.last.fm/music/Chris+Wandell"">Read more on Last.fm</a>",9023,38808,"['Sou El Flotador', 'Jantony', 'Juliito', 'KEVVO', 'Joniel']"
Blundetto,"Blundetto started life as the kid the neighbours tried to avoid in the staircase. Growing up as a teenager in Dijon in the nineties, Max Guiguet was a little brat.

His parents kept on bravely persevering and enrolled him for university. He spent more time at the mikes of Radio Campus Dijon than he did in the lecture theatre. In 1998 he decided to “go up to the capital” with the hope of getting work experience at a radio station. “For the first few weeks in Paris, I missed my mates and I missed my band. <a href=""https://www.last.fm/music/Blundetto"">Read more on Last.fm</a>",90632,969702,"['Joe Yorke', 'Flox', 'Biga Ranx', 'Stand High Patrol', 'Pupajim']"
R.K.M & Ken-Y,"Jose Nieves (R.K.M) and Kenny Vazquez (Ken-Y), both from Gurabo Puerto Rico, with only 2 years of experience, have turned into one of the most important duos in Reggaeton, far surpassing their competition. By the time they debuted in the compilation album ""Warriors 4"" most of the established duos in Puerto Rico were starting to break up (such as Héctor y Tito, Baby Rasta y Gringo and Karel y Voltio for example).

Their debut song was not a big hit but they were quickly compared to the more famous at the time Zion & Lennox <a href=""https://www.last.fm/music/R.K.M+&+Ken-Y"">Read more on Last.fm</a>",104870,1426110,"['Tito ""El Bambino""', 'Wisin & Yandel', 'Tony Dize', 'Héctor ""El Father""', 'Alexis y Fido']"
Tribal Seeds," From San Diego, California, award-winning reggae group Tribal Seeds have become known for their spiritually driven, refreshing rock vibe they have infused with the roots style of reggae music. Originally started by two brothers, Steven Rene Jacobo [lyrics, lead vocals, rhythm guitar] and Tony-Ray Jacobo [producer, keyboard player], Tribal Seeds now boats six members, including: Tony Navarro [lead guitar], Carlos Verdugo [drums], Jose Rodriguez [keys, percussion], and Victor Navarro [bass]. <a href=""https://www.last.fm/music/Tribal+Seeds"">Read more on Last.fm</a>",224265,2633512,"['Rebelution', 'Fortunate Youth', 'Iration', 'Iya Terra', 'Stick Figure']"
Santana the Golden Boy," <a href=""https://www.last.fm/music/Santana+the+Golden+Boy"">Read more on Last.fm</a>",6110,47565,"['Membrillito', 'Mike Duran', 'Tony Brouzee', 'Benny Benni', 'Sinfonico']"
Bigal & L Jake," <a href=""https://www.last.fm/music/Bigal+&+L+Jake"">Read more on Last.fm</a>",1314,6348,"['Lil Silvio & El Vega', 'Donny Caballero', 'Rocko y Blasty', 'Dragon & Caballero', 'El Vega']"
Los De La Nazza," <a href=""https://www.last.fm/music/Los+de+la+Nazza"">Read more on Last.fm</a>",23640,163314,"['Musicologo y Menes', 'Gotay ""El Autentiko""', 'Sammy & Falsetto', 'Mambo kingz', 'Benny Benni']"
Chloe Angelides," <a href=""https://www.last.fm/music/Chloe+Angelides"">Read more on Last.fm</a>",11723,38666,"['Drinker', 'Rozet', 'Glded', 'Belot', 'BAD WITH PHONES']"
Elvis Crespo,"Elvis Crespo (born July 30, 1971 in New York City, U.S.A.) is a Grammy Award and Latin Grammy Winner Puerto Rican-American Merengue singer. He was named ""Elvis"" after American singer Elvis Presley. When he was young, he and his mother moved to Caguas, Puerto Rico, where Crespo spent his childhood and adolescent years.

Crespo first gained fame in the mid-90s when he joined Grupo Mania, in Puerto Rico. Eventually he decided to try to go solo in 1998. <a href=""https://www.last.fm/music/Elvis+Crespo"">Read more on Last.fm</a>",426232,3049623,"['Los Hermanos Rosario', 'La Makina', 'Eddy Herrera', 'Wilfrido Vargas', 'Oro Solido']"
Mista Savona,"Jake Savona, aka Mista Savona, is arguably Australia's leading exponent of roots reggae and dancehall music, with international releases under his belt and the recent release in Australia of Melbourne Meets Kingston - the first ever album length collaboration between Australian and Jamaican musicians. Released earlier this year to widespread critical claim, it has been hailed as “one of the most important releases of 2007” by 3D World, “pure excitement…a fantastic exercise in cross-cultural collaboration” by Sydney Morning Herald <a href=""https://www.last.fm/music/Mista+Savona"">Read more on Last.fm</a>",32098,188648,"['Dub Incorporation', 'Flox', 'Blundetto', 'Inna De Yard', 'Groundation']"
Almighty,"Almighty is a hiphop supergroup of Babygrande Records. Their debut album Original S.I.N. (Strength in Numbers) was released on July 22nd 2008 with  Babygrande Records. 

Almighty, the Wu-Tang affiliated supergroup consists of Killah Priest, Bronze Nazareth, C-Rayz Walz, Son One, M-Eighty, 5-Star and more, offer their debut collaborative effort: ""Original S.I.N. (Strength in Numbers)."" 

Boasting a supergroup collective rivaling any crew of independent MCs and beatmakers <a href=""https://www.last.fm/music/Almighty"">Read more on Last.fm</a>",53434,1045262,"['Anuel AA', 'Jamby El Favo', 'Hades66', 'Bryant Myers', 'Luar La L']"
Adam Levine,"Adam Levine (born Adam Noah Levine; March 18, 1979 in Los Angeles, California, U.S.) is an American singer-songwriter, multi-instrumentalist, and actor, widely known as the lead vocalist for the Los Angeles pop rock band, Maroon 5.

Born and raised in Los Angeles, California, Levine began his musical career in 1994, when he co-founded the alternative rock band Kara's Flowers, of which he was the lead vocalist and guitarist. After the commercial failure of their only album, The Fourth World (1997), the band split up. <a href=""https://www.last.fm/music/Adam+Levine"">Read more on Last.fm</a>",308214,2991442,"['Maroon 5', 'Daniel Powter', 'The Script', 'Ronan Keating', 'John Splithoff']"
Danny Ocean,"Daniel Alejandro Morales Reyes (born 5 May 1992), known by his stage name Danny Ocean, is a Venezuelan singer, songwriter and record producer born in Caracas, Venezuela. He began his professional music career in 2009 with the creation of his YouTube channel. Daniel  is best known for his song ""Me Rehúso"", the first Latin solo artist song to reach 1 billion streams on Spotify, which it did in 2020. <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>",415337,8772509,"['Lasso', 'Lagos', 'Piso 21', 'Rawayana', 'Manuel Turizo']"
Ñejo & Dalmata,"Ñejo & Dálmata, also known as Ñejo y Dálmata, are a reggaeton duo from Ponce, Puerto Rico. They had worked together in collaborations with other reggaeton artists before they released their album Broke & Famous in 2007. Some of Ñejo's and some of Dálmata's songs have reached the Billboard 200 in 2006 and 2007.

Ñejo has been involved with reggaeton since the production of DJ Joe 5 was released. They started working as a duo on Fatal Fantasy 2. <a href=""https://www.last.fm/music/+noredirect/%C3%91ejo+&+Dalmata"">Read more on Last.fm</a>",79386,862017,"['Dalmata', 'Ñejo', 'Luigi 21 Plus', 'Tony Dize', 'Yaga & Mackie']"
Luigi 21 Plus,"Hiram David Santos Rojas (San Juan, Puerto Rico, 27 de abril de 1977), conocido como Lui-G 21 Plus o en sus inicios solo como Lui-G, es un cantante de reggaeton puertorriqueño.

Hiram Santos nació en Cupey Bajo, Puerto Rico. Se empezó a interesar por la música a los 20 años y se muda a Lynn, Massachusetts, donde descubrió su pasión por improvisar y escribir canciones para el género de música que siguió desde sus comienzos como fanático. <a href=""https://www.last.fm/music/Luigi+21+Plus"">Read more on Last.fm</a>",43344,540924,"['Rayo & Toby', 'Ñejo & Dalmata', 'Ñengo Flow', 'Reykon', 'Dalmata']"
Dynell," <a href=""https://www.last.fm/music/Dynell"">Read more on Last.fm</a>",1733,5919,"['Xantos', 'Chris Jeday', 'Jaycob Duque', 'D-ENYEL', 'Nases']"
J-King y Maximan," <a href=""https://www.last.fm/music/J-King+Y+Maximan"">Read more on Last.fm</a>",34996,193842,"['Jadiel El Incomparable', 'DJ Memo', 'Musicologo y Menes', 'Jowell Y Randy Feat. Delagettho', 'Watussi']"
Rakim,"Rakim (pronounced rah-KIM) (Born William Michael Griffin Jr. on January 28, 1968 in Long Island, New York, USA) is an American rapper and pioneer of the musical genre of hip hop. He is consistently cited as one of the most skilled (and top amongst the most influential) MCs of all time due to his exceptional flow and complex lyrical craftsmanship, he revolutionized hip-hop lyricism with his complex flow, elaborate metaphors and rapid delivery. Together with Eric B, he released a number of classic albums between 1987 and 1992. <a href=""https://www.last.fm/music/Rakim"">Read more on Last.fm</a>",579462,5285184,"['Eric B. & Rakim', 'Big L', 'KRS-One', 'Gang Starr', 'Nas']"
Gigolo Y La Exce," <a href=""https://www.last.fm/music/Gigolo+y+La+Exce"">Read more on Last.fm</a>",63161,603723,"['Brytiago', 'Juhn', 'Bryant Myers', 'Jory Boy', 'Miky Woodz']"
Galindo Again," <a href=""https://www.last.fm/music/Galindo+Again"">Read more on Last.fm</a>",390,1346,"['Felo Blonck', 'Joniel', 'LITO KIRINO', 'Juliito', 'jEHZA']"
Amaro,"Paulo Amaro (AMARO como é conhecido no mundo artístico), tem 34 anos e conheceu o hip-hop por influência do irmão. Em 2017, o brasiliense lançou seu primeiro single ""Miga, Melhore"" onde abusa das conhecidas expressões do universo gay. Na faixa seguinte, primeira parceria com o canal CeilanWood, o single ""Ressaca"" consolida o tom da sua identidade musical, com influências Rap, Hip Hop e Pop. <a href=""https://www.last.fm/music/AMARO"">Read more on Last.fm</a>",12505,93141,"['Gotay ""El Autentiko""', 'Dani Y Magneto', 'Fainal', 'Opi The Hit Machine', 'Tony Lenta']"
Konshens,"There are multiple artist using this name.

1. Garfield Spence (born January 11, 1985), better known as Konshens, is a Jamaican dancehall and reggae musician, whose debut mixtape Sherlock di World Lock was released in November 2008, followed by Real Talk in 2010. He received acclaim for his hit ""Winner,"" and later for the song ""Good Girl"" performed along with Tarrus Riley. His consequent albums, Mental Maintenance and It Feel Good were released in 2012 and 2018 respectively. <a href=""https://www.last.fm/music/Konshens"">Read more on Last.fm</a>",140312,1243948,"['Demarco', 'Busy Signal', 'Vybz Kartel', 'Mr. Vegas', 'Christopher Martin']"
Kameleba,"La génesis de esta banda de roots reggae se remonta al año 2000. Es en la ciudad de Villa Mercedes, San Luis en donde un trío de amigos (Loli Folch, Sergio Barroso y Fabri Mena) comienza a hacer canción su gran pasión por los ritmos jamaicanos. Ya en el 2001 la agrupación hace su debut en su ciudad natal en un acto recordatorio a los desaparecidos de la dictadura de años setenta.

En ese mismo año el grupo es convocado a participar en el "" festival nacional de la gorra "" <a href=""https://www.last.fm/music/Kameleba"">Read more on Last.fm</a>",19826,268759,"['Riddim', 'La Muza', 'El Natty Combo', 'Lion Reggae', 'Resistencia Suburbana']"
Trap Capos," <a href=""https://www.last.fm/music/TRAP+CAPOS"">Read more on Last.fm</a>",67020,1412086,"['Lary Over', 'Brytiago', 'Bryant Myers', 'Jon Z', 'Revol']"
Grupo Treo," <a href=""https://www.last.fm/music/Grupo+Treo"">Read more on Last.fm</a>",9335,62504,"['La Melodia Perfecta', 'Victor Drija', 'Gustavo Elis', 'Free Cover Venezuela', 'Tecupae']"
Panda Dub,"Panda dub is an one man project from Lyon in France created in the beginning of the 2000’s. Under this name, the producer proposes a dub music which is at the same time influenced both by the electro French novo-dub and by the UK stepper style. A music realised by computer as real instruments: Panda plays as well melodica, percussions, guitar, flutes, keyboard and bass. And also Erhu, Bağlama which allow him to add some Eastern tones in a music stepper. <a href=""https://www.last.fm/music/Panda+Dub"">Read more on Last.fm</a>",43373,859683,"['Mahom', 'Bisou', 'Tetra Hydro K', 'Ondubground', 'Kanka']"
The Secret Panda," <a href=""https://www.last.fm/music/The+Secret+Panda"">Read more on Last.fm</a>",6309,43256,"['EL DIOS DEL TRAP', 'Santana the Golden Boy', 'Membrillito', 'Rokero', 'Sinfonico']"
Dandy Livingstone,"Dandy Livingstone (Robert Livingstone Thompson, Kingston, Jamaica, 14 December 1943) is a Jamaican reggae musician and producer

He is best known for his 1972 hit, ""Suzanne Beware of the Devil"", and for his song, ""Rudy, A Message to You"", which was later a hit for The Specials. ""Suzanne Beware of the Devil"", reached number 14 on the UK Singles Chart.

At the age of 15, Livingstone moved to the United Kingdom. Livingstone's first record was released <a href=""https://www.last.fm/music/Dandy+Livingstone"">Read more on Last.fm</a>",152673,828064,"['The Pioneers', 'Lord Tanamo', 'Tony Tribe', 'Dave & Ansel Collins', 'The Maytals']"
Los Cafres,"Los Cafres is an Argentine reggae band, formed in late 1987. The group achieved popular recognition in the mid-1990s, with the release of their first album, Frecuencia Cafre. The term «cafre» comes from the Arabic adjective ""kafir"", which in the first instance means ""unfaithful"" and which later changed its meaning towards ""brutal to the highest degree""; meaning of the term with which the band chooses to identify itself. <a href=""https://www.last.fm/music/Los+Cafres"">Read more on Last.fm</a>",179026,3185597,"['Nonpalidece', 'Gondwana', 'Los Pericos', 'Cultura Profética', 'Dread Mar I']"
David Hinds," <a href=""https://www.last.fm/music/David+Hinds"">Read more on Last.fm</a>",1146,3799,"['Sister Mary Elephant', 'Desmond Foster', 'Nkulee Dube', 'Ras Attitude', 'Pablo Molina']"
Ruffian Rugged," <a href=""https://www.last.fm/music/Ruffian+Rugged"">Read more on Last.fm</a>",126,1064,"['Joey Cool', 'Dikulz', 'DOWN6', 'Idylll', 'Trollator']"
Chencho," <a href=""https://www.last.fm/music/chencho"">Read more on Last.fm</a>",2847,13921,"['Crissin', 'Jossef', 'Sh1ro', 'Adso', 'KEVVO']"
Sammy,"There is more than one artist with this name:

1)  This rock band was formed by Mick Underwood (previously of Episode Six, The Herd and Quatermass and later of Raw Glory) in 1972. There's lots of experience in this line-up. Keith Gemmell had been in Audience and was later in The Roy Young Band and Stackridge. Geoff Sharkey was in Ginhouse. Mike Hodgkinson and Paul Simmons were also members of The Roy Young Band and Hodgkinson had played with Billy J. Kramer. Their album was produced by Ian Gillan (of Deep Purple) and Louie Austin. <a href=""https://www.last.fm/music/Sammy"">Read more on Last.fm</a>",33774,447591,"['Sebadoh', 'Pavement', 'Guided by Voices', 'Stephen Malkmus and the Jicks', 'Archers of Loaf']"
Jamika,"Jamika Ajalon, charismatic American poetess, film director and long time Zenzile collaborator based in London, releases her debut solo album the 5th march 2007: «Helium Balloon Illusions» showcases a range of influences, mixing hip hop and electro, dub and spoken word all built on a foundation of  grooves and incisive lyrics.
Anyone who has followed her work with Zenzile since the late nineties, will already be familiar with her phenomenal energy and sensual delivery <a href=""https://www.last.fm/music/Jamika"">Read more on Last.fm</a>",3451,19729,"['Zenzile & Jamika', 'Dub Spirit', 'Alchemy Dub', 'Electro Dub', 'Chronic Sonata']"
Reykon,"Reykon is a Colombian reggaeton singer, born in Envigado, Colombia on December 12, 1986. His birth name is Andres Felipe Robleto Londono. He rose to fame in 2009 with the song La Santa. Other hits such as No Molestes Mas, Sin Mieto, and Tuturuwa gave him more fame. In 2014, he ganed international fame with the song Secretos. Subsequently, the song was released in important U.S cities such as Chicago, New York, and Miami, where it quickly became a club anthem. <a href=""https://www.last.fm/music/Reykon"">Read more on Last.fm</a>",105181,938157,"['Andy Rivera', 'Luigi 21 Plus', 'Golpe a Golpe', 'Ñejo & Dalmata', 'Kevin Roldan']"
Christian Daniel,"Christian Daniel (born March 20, 1984) is a Puerto Rican singer-songwriter and actor.

Daniel is a singer-songwriter. At the age of 17, Daniel recorded his first demo with vocal coach Socky Torres. He sent demos to several recording companies until Emilio Estefan invited him to Miami to record his début album, Christian Daniel (2007). He was the first artist signed to the record label Bad Boy Latino. Several of his songs have charted on various Billboard charts. <a href=""https://www.last.fm/music/Christian+Daniel"">Read more on Last.fm</a>",13861,91435,"['Ednita Nazario', 'Ana Isabelle', 'vf7', 'Jossef', 'Cauty']"
Fifth Harmony,"Fifth Harmony (commonly initialized as 5H) is a four-member American girl group formed on the second season of The X Factor in 2012. The group are from Miami, Florida, United States and consist of Ally Brooke, Normani, Dinah Jane and Lauren Jauregui. Camila Cabello left the group on the 18th of December 2016. 

They signed a joint deal with Syco Music, owned by Simon Cowell, and Epic Records, L.A. Reid's record label, after finishing in third place behind Tate Stevens and Carly Rose Sonenclar on the show. <a href=""https://www.last.fm/music/Fifth+Harmony"">Read more on Last.fm</a>",1383261,41873032,"['Lauren Jauregui', 'Dinah Jane', 'Camila Cabello', 'Little Mix', 'Ally Brooke']"
DJ Luian," <a href=""https://www.last.fm/music/dj+Luian"">Read more on Last.fm</a>",112390,1019851,"['TRAP CAPOS', 'Chris Jedi', 'Revol', 'Lary Over', 'Juhn']"
Popcaan,"Jamaican deejay Popcaan, of Portmore, Jamaica, was recruited by Vybz Kartel and joined Gaza Gang as his protegé. He continues to mix traditional dancehall sounds with electronic music, and his recent album, 2014's ""Where We Come From"", topped many year-end lists. <a href=""https://www.last.fm/music/Popcaan"">Read more on Last.fm</a>",318658,3782719,"['Vybz Kartel', 'Alkaline', 'Mavado', 'Dexta Daps', 'TeeJay']"
Ras Demo," <a href=""https://www.last.fm/music/Ras+Demo"">Read more on Last.fm</a>",4764,19797,"['Dijeyow', 'Reggae Roast', 'Ricky Tuff', 'Chopstick Dubplate', 'Stranjah Miller']"
Tony Lenta," <a href=""https://www.last.fm/music/Tony+Lenta"">Read more on Last.fm</a>",7415,38525,"['Gotay ""El Autentiko""', 'Opi The Hit Machine', 'Sammy & Falsetto', 'Alberto Stylee', 'Fusion Perreo']"
Myke Towers,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>",523220,19189633,"['Jhayco', 'Mora', 'Anuel AA', 'Dei V', 'Feid']"
Mohombi,"Mohombi Nzasi Moupondo (born 28 August 1986 in Kinshasa, Democratic Republic of the Congo), known professionally as Mohombi, is a Swedish-Congolese R&B singer-songwriter and dancer. Mohombi is RedOne's first signing to 2101 Records in joint venture with Universal Music Group. From 2004 to 2008 Mohombi was part of the Swedish hip hop group Avalon with his brother Djo Moupondo. Mohombi released his debut solo single ""Bumpy Ride"" in August 2010. The single became a top-ten hit in many European countries <a href=""https://www.last.fm/music/Mohombi"">Read more on Last.fm</a>",392946,3131055,"['Taio Cruz', 'Nayer', 'Jason Derülo', 'Kat DeLuna', 'Faydee']"
Vicente Garcia,"Vicente Luis García Guillén (Santo Domingo, 30 de marzo de 1983) es un compositor, músico y cantante dominicano con una sensibilidad especial hacia la música dominicana y del Caribe. En 2017 gana 3 Latin GRAMMYS en las categorías Mejor Nuevo Artista, Mejor Álbum Cantautor con su disco A la Mar y Mejor Canción Tropical con el sencillo Bachata en Kingston.  Comienza su carrera como solista en el 2011 y edita su primer disco Melodrama.  En el 2014 estrena Te soñé <a href=""https://www.last.fm/music/Vicente+Garcia"">Read more on Last.fm</a>",90815,1351641,"['Juan Luis Guerra 4.40', 'Fonseca', 'Juanes', 'Santiago Cruz', 'Vicente García']"
Jowell,"Jowell established himself as the rapping half of the reggaeton duo Jowell & Randy, though he also performed as part of the group Casa de Leones. Born Joel A. Muñoz Martinez in Springfield, MA, on March 3, 1982, Jowell became interested in rap at a young age. He was particularly influenced by Vico C, a pioneering Puerto Rican who was one of the first Latinos to find success as a Spanish-language rapper. Jowell became involved with the burgeoning reggaeton scene in the mid-'90s <a href=""https://www.last.fm/music/Jowell"">Read more on Last.fm</a>",5834,24524,"['Tony Lenta', 'Chyno Nyno', 'Randy ""Nota Loca""', 'Los Yetzons', 'Jory']"
Ronnie Y Amy," <a href=""https://www.last.fm/music/Ronnie+y+Amy"">Read more on Last.fm</a>",1,1,[]
Caibo," <a href=""https://www.last.fm/music/Caibo"">Read more on Last.fm</a>",1707,18049,"['Jorge Luis Chacin', 'Voz Veis', 'Tecupae', 'Omar Acedo', 'Oscarcito']"
Stereo Dub," <a href=""https://www.last.fm/music/Stereo+Dub"">Read more on Last.fm</a>",39390,218598,"['Freedom Dub', 'Style Project', 'Dinah Eastwood', 'Anakelly', 'Dual Sessions']"
Las Pelotas,"Las Pelotas is an Argentinian rock band that originated from the separation of an older and pioneer band called Sumo. It is an alternative rock band that currently holds one of the top spots in popularity throughout Argentina.
Formed in 1988 in Buenos Aires.

First line-up
Germán Daffunchio (guitar)
Alejandro Sokol (main vocals)
Alberto ""Superman"" Troglio (drums)
Willy Robles (bass)

Second line-up
Germán Daffunchio (guitar and backing vocals)
Alejandro ""Bocha"" Sokol (main vocals) <a href=""https://www.last.fm/music/Las+Pelotas"">Read more on Last.fm</a>",85478,1499470,"['Divididos', 'Los Piojos', 'Patricio Rey y sus Redonditos de Ricota', 'La Renga', 'Bersuit Vergarabat']"
Little Mix,"Little Mix is a British girl group formed in 2011 during the eighth series of the British version of The X Factor. The group has 3 members: Jade, Perrie, and Leigh-Anne. Originally a four-piece group, Jesy Nelson officially left the group on December 14, 2020, to focus on her solo career.

They were the first group to win the competition, and following their victory, they signed with Simon Cowell's record label Syco Music and released a cover of Damien Rice's ""Cannonball"" as their winner's single. <a href=""https://www.last.fm/music/Little+Mix"">Read more on Last.fm</a>",1587853,103002663,"['Leigh-Anne', 'Perrie', 'Fifth Harmony', 'Jesy Nelson', 'Zara Larsson']"
Henry Mendez,"Henry Méndez (full name Henry Antonio Méndez Reynoso) is a Dominican singer of reggaeton, rap, Latin house and dance, now based in Spain. He is best known for hits ""Chekete, chekete"" and found international success through his collaborations with Dr. Bellito and Mr R Rommel in ""El Masaje"" and ""Pukutu"", with Robbie Moroder in ""Subete la falda"" and most notably with DJ and producer Jose de Rico with the dance hits ""Te fuiste"" and ""Rayos de sol"". <a href=""https://www.last.fm/music/Henry+Mendez"">Read more on Last.fm</a>",36427,236982,"['José de Rico', 'Felipe Santos', 'Cherito', 'DCS', 'Dr. Bellido']"
Lenny Tavárez,"Julio Manuel González Tavárez (Puerto Rico, 19 de mayo de 1987), más conocido por su nombre artístico como Lenny Tavárez es un cantante puertorriqueño de reggaeton y trap latino. Anteriormente fue parte del dúo musical Dyland & Lenny. <a href=""https://www.last.fm/music/Lenny+Tav%C3%A1rez"">Read more on Last.fm</a>",103189,1213601,"['Yandel', 'Dalex', 'Ovy On The Drums', 'Justin Quiles', 'Gigolo y La Exce']"
Boomdabash," <a href=""https://www.last.fm/music/+noredirect/Boomdabash"">Read more on Last.fm</a>",38111,494896,[]
Tego Calderón,"Tegui Calderón Rosario (born February 1, 1972 in Santurce, Puerto Rico) is a rapper. He is best known as Tego Calderon. He not only records hip hop music music but also mambo,salsa, and reggaeton. His album El Abayarde made him a major Latin star. His lyrics speak of the struggles of the Puerto Rican people, involve topics of racism, inequalities, and ghettos in Puerto Rico, and have strong nationalist undertones. In the summer of 2005, Calderón signed a deal between Atlantic Records and his own independent label <a href=""https://www.last.fm/music/+noredirect/Tego+Calder%C3%B3n"">Read more on Last.fm</a>",240670,2641022,"['Don Omar', 'Vico C', 'Wisin & Yandel', 'Héctor ""El Father""', 'Daddy Yankee']"
Cosculluela,"Born in Humacao, Puerto Rico, Jose Cosculluela a.k.a Cosculluela discovered at a young age that his passion was music. He got into rap music at age 12, listening to cassettes from Vico C and singing his songs. After listening to the underground album Playero 37, he and his brother bought some recording equipment and he knew at that moment that the only thing he ever wanted to do was music. He started writing, recording and selling underground mixed cassettes in Humacao, meeting new friends and eventually formed the group KnockOut Trax. <a href=""https://www.last.fm/music/Cosculluela"">Read more on Last.fm</a>",252096,3052633,"['Anuel AA', 'Ñengo Flow', 'J Alvarez', 'De La Ghetto', 'Miky Woodz']"
Marc Anthony,"Marco Antonio Muñiz (born September 16, 1964), better known by his stage name Marc Anthony.
 A New Yorker born and raised, the product of a music-loving Puerto Rican family, his parents named him Marco Antonio Muñíz in honor of the great Mexican balladeer of the same name. 
Born Marco Antonio Muñiz September 16, 1964 (age 52)
New York City, New York, U.S.
Nationality American Puerto Rican
Occupation Singer songwriter actor record producer television producer <a href=""https://www.last.fm/music/Marc+Anthony"">Read more on Last.fm</a>",702452,8562251,"['Gilberto Santa Rosa', 'Jerry Rivera', 'Victor Manuelle', 'Grupo Niche', 'Tito Nieves']"
Nacho,"José Ignacio Torres nace en Santiago el 17 de junio de 1986. Su afición a la música viene desde niño, su padre lo hacia escuchar mucha, llegando a cantar algunos boleros junto a el en su infancia. A los 15 o 16 años su afición se volvio un poco más firme, aprendió a tocar guitarra, lo cual facilitó la inmersión en la musica. Más o menos hace 3 años, ""Nacho"" como le dicen todos sus amigos, transformo su aficion al canto en algo más serio <a href=""https://www.last.fm/music/Nacho"">Read more on Last.fm</a>",127900,1114010,"['YEM', 'hkmori', 'lightmxchine', 'ZenithLights', 'iwakura']"
Kendo Kaponi," <a href=""https://www.last.fm/music/Kendo+Kaponi"">Read more on Last.fm</a>",16937,228371,"['Benny Benni', 'LITO KIRINO', 'Darkiel', 'Lele El Arma Secreta', 'Juanka']"
BIA,"There are multiple artists that perform under the name Bia:

1. Bia (real name: Bianca Landrau) is an American rapper, singer, songwriter, and model who debuted on the Oxygen reality television show Sisterhood of Hip Hop. She signed to Pharrell's I Am Other record label, in partnership with RCA Records in 2014. Her debut mixtape ""#CHOLASEASON"" was released in 2015. She featured on the single  ""Safari"" by J Balvin in 2016. After touring with Ariana Grande and releasing a handful of singles for her scrapped mixtape ""Trap Vogue""  <a href=""https://www.last.fm/music/Bia"">Read more on Last.fm</a>",458790,5699647,"['Coi Leray', 'Nicki Minaj', 'City Girls', 'Saweetie', 'Rubi Rose']"
Bareto,"A peruvian band that plays a fusion between ska, reggae, jazz, latin jazz, salsa, and other jamaican and latin rhytms. <a href=""https://www.last.fm/music/Bareto"">Read more on Last.fm</a>",30199,273600,"['Grupo 5', 'Agua Marina', 'Los Mirlos', 'Eva Ayllón', 'Juaneco y su Combo']"
Bagua Records," <a href=""https://www.last.fm/music/Bagua+Records"">Read more on Last.fm</a>",12217,63192,"['DCAN', 'BlakkStar', 'Lourena', 'PineappleStormTV', '24por7']"
La Manta," <a href=""https://www.last.fm/music/La+Manta"">Read more on Last.fm</a>",2867,20468,"['Los Cardencheros de Sapioriz', 'Radaid', 'El Mayor Clasico', 'Los Choclok', 'Bulova']"
Pitbull,"Armando Christian Pérez (born January 15, 1981 in Miami, Florida), better known by the stage name Pitbull , is an American rapper signed to his own label, Mr 305 Inc. The Give Me Everything (Tonight) Songfacts reports that he adopted his canine moniker because, ""They bite to lock. The dog is too stupid to lose. And they're outlawed in Dade County. They're basically everything that I am. It's been a constant fight.""

His first recorded performance was on Lil Jon & the East Side Boyz album Kings of Crunk in 2002 <a href=""https://www.last.fm/music/Pitbull"">Read more on Last.fm</a>",3809613,81246878,"['Flo Rida', 'LMFAO', 'will.i.am', 'Far East Movement', 'Sean Kingston']"
Troy Berkley," <a href=""https://www.last.fm/music/Troy+Berkley"">Read more on Last.fm</a>",3624,19132,"['Black Beanie Dub', 'KanDee', 'Iron Dubz', 'Ashkhabad', 'ROOTS RAID']"
Gustavo Elis," <a href=""https://www.last.fm/music/Gustavo+Elis"">Read more on Last.fm</a>",5272,31300,"['La Melodia Perfecta', 'Victor Drija', 'Oscarcito', 'Sixto Rein', 'Juan Miguel']"
